dataset,video_id,path_id,query,category_id,score,objectness,semantic_margin,temporal_stability,association_score,matched_gt_id,matched_iou,temporal_overlap,is_unmatched,cell_id,novelty_bin,query_cluster,occ_bin,domain_bin,frame_start,frame_end,clip_path,montage_path
OVT-B,428,ovtb_v428_p005126,ballet skirt,38,0.521963874499003,0.521963874499003,0.521963874499003,6,0.8333333333333334,3935,0.5068507367193935,0.16666666666666666,True,cat:38,unknown,ballet skirt,unknown,global,0,11,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v428_p005126.jpg
OVT-B,783,ovtb_v783_p007738,ballet skirt,38,0.4512985050678253,0.4512985050678253,0.4512985050678253,2,0.5,,0.0,0.0,True,cat:38,unknown,ballet skirt,unknown,global,0,3,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v783_p007738.jpg
OVT-B,783,ovtb_v783_p007739,ballet skirt,38,0.369083896279335,0.369083896279335,0.369083896279335,4,0.75,6211,0.022390087254997176,0.0,True,cat:38,unknown,ballet skirt,unknown,global,7,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v783_p007739.jpg
OVT-B,878,ovtb_v878_p008467,paintbrush,642,0.5219108859697977,0.5219108859697977,0.5219108859697977,3,0.6666666666666666,6794,0.17600217010373762,0.0,True,cat:642,unknown,paintbrush,unknown,global,0,5,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v878_p008467.jpg
OVT-B,903,ovtb_v903_p008652,starfruit,876,0.5209493637084961,0.5209493637084961,0.5209493637084961,7,0.8571428571428571,6970,0.23576012911750402,0.0,True,cat:876,unknown,starfruit,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v903_p008652.jpg
OVT-B,903,ovtb_v903_p008653,starfruit,876,0.367558129131794,0.367558129131794,0.367558129131794,4,0.75,6970,0.2671540792732888,0.0,True,cat:876,unknown,starfruit,unknown,global,0,12,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v903_p008653.jpg
OVT-B,282,ovtb_v282_p004156,chair,190,0.5203167572617531,0.5203167572617531,0.5203167572617531,8,0.875,3020,0.977652354249011,0.125,True,cat:190,unknown,chair,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v282_p004156.jpg
OVT-B,683,ovtb_v683_p007022,chair,190,0.43812482357025145,0.43812482357025145,0.43812482357025145,5,0.8,5605,0.3230674093758066,0.0,True,cat:190,unknown,chair,unknown,global,0,16,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v683_p007022.jpg
OVT-B,545,ovtb_v545_p005967,chair,190,0.41206089087894987,0.41206089087894987,0.41206089087894987,7,0.8571428571428571,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,0,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v545_p005967.jpg
OVT-B,389,ovtb_v389_p004855,chair,190,0.39331942796707153,0.39331942796707153,0.39331942796707153,2,0.5,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,0,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v389_p004855.jpg
OVT-B,545,ovtb_v545_p005972,chair,190,0.3904561400413513,0.3904561400413513,0.3904561400413513,2,0.5,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,10,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v545_p005972.jpg
OVT-B,683,ovtb_v683_p007024,chair,190,0.3700498342514038,0.3700498342514038,0.3700498342514038,2,0.5,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,3,5,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v683_p007024.jpg
OVT-B,974,ovtb_v974_p009147,chair,190,0.3589899369648525,0.3589899369648525,0.3589899369648525,7,0.8571428571428571,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,0,23,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v974_p009147.jpg
OVT-B,718,ovtb_v718_p007250,chair,190,0.358309268951416,0.358309268951416,0.358309268951416,2,0.5,,0.0,0.0,True,cat:190,unknown,chair,unknown,global,21,24,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v718_p007250.jpg
OVT-B,458,ovtb_v458_p005345,chair,190,0.31407298644383747,0.31407298644383747,0.31407298644383747,6,0.8333333333333334,4064,0.36782915172713804,0.0,True,cat:190,unknown,chair,unknown,global,0,33,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v458_p005345.jpg
OVT-B,603,ovtb_v603_p006417,tiger,948,0.520225565880537,0.520225565880537,0.520225565880537,8,0.875,5109,0.035441038409549395,0.0,True,cat:948,unknown,tiger,unknown,global,0,29,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v603_p006417.jpg
OVT-B,280,ovtb_v280_p004136,firefly,361,0.5177222453057766,0.5177222453057766,0.5177222453057766,8,0.875,,0.0,0.0,True,cat:361,unknown,firefly,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v280_p004136.jpg
OVT-B,280,ovtb_v280_p004140,firefly,361,0.5080227255821228,0.5080227255821228,0.5080227255821228,2,0.5,2997,0.0017093278533012258,0.0,True,cat:361,unknown,firefly,unknown,global,12,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v280_p004140.jpg
OVT-B,280,ovtb_v280_p004137,firefly,361,0.3139699846506119,0.3139699846506119,0.3139699846506119,2,0.5,,0.0,0.0,True,cat:361,unknown,firefly,unknown,global,2,6,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v280_p004137.jpg
OVT-B,308,ovtb_v308_p004379,coffeepot,233,0.515569806098938,0.515569806098938,0.515569806098938,5,0.8,3205,0.5207561076022549,0.2,True,cat:233,unknown,coffeepot,unknown,global,0,13,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v308_p004379.jpg
OVT-B,118,ovtb_v118_p003076,popcorn,707,0.5143854320049286,0.5143854320049286,0.5143854320049286,8,0.875,2020,0.6927482547500198,0.25,True,cat:707,unknown,popcorn,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v118_p003076.jpg
OVT-B,118,ovtb_v118_p003077,popcorn,707,0.420449398458004,0.420449398458004,0.420449398458004,8,0.875,2012,0.343204099244903,0.0,True,cat:707,unknown,popcorn,unknown,global,0,19,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v118_p003077.jpg
OVT-B,919,ovtb_v919_p008748,termites,942,0.5130291879177094,0.5130291879177094,0.5130291879177094,8,0.875,7074,0.06715736684616729,0.0,True,cat:942,unknown,termites,unknown,global,0,14,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v919_p008748.jpg
OVT-B,919,ovtb_v919_p008752,termites,942,0.3902556449174881,0.3902556449174881,0.3902556449174881,2,0.5,7074,0.011133606690215262,0.0,True,cat:942,unknown,termites,unknown,global,4,10,,/home/waas/paper_experiments/outputs/phase2_1000/audit_viewer/montages/ovtb_v919_p008752.jpg
