blinded_item_id,domain,dataset,task,candidate_unit,asset_ref,context_ref,audit_question,external_label,external_uncertain_reason,external_confidence,external_reviewer_id,external_review_timestamp
EXTAUD-00319,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3474_d001_animal,location=408 video=40801 frame=73,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00320,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2388_d001_animal,location=218 video=21804 frame=187,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00321,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::593->593::355a10ad2b695f69->355a10ad2b695f69,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00322,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::2307->2307::adedd442cb3432f1->adedd442cb3432f1,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00323,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::2566->2566::e185a3e5839a2e12->e185a3e5839a2e12,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00324,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5582_d001_animal,location=176 video=17604 frame=181,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00325,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2416_d001_animal,location=519 video=51900 frame=15,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00326,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3338_d001_animal,location=57 video=5703 frame=137,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00327,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img918_d001_animal,location=470 video=47002 frame=117,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00328,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2375_d001_animal,location=218 video=21804 frame=174,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00329,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5021->5021::7af4c764781176aa->7af4c764781176aa,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00330,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img890_d001_animal,location=470 video=47002 frame=89,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00331,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l512_img3601_d001_animal,location=512 video=51200 frame=0,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00332,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5900_d001_animal,location=105 video=10502 frame=99,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00333,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3301_d001_animal,location=57 video=5702 frame=100,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00334,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2208->2208::30254b92a8144c64->30254b92a8144c64,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00335,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l529_img5307_d001_animal,location=529 video=52902 frame=106,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00336,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img858_d001_animal,location=470 video=47001 frame=57,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00337,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::6196->6196::e14f4b8d78cee2c3->e14f4b8d78cee2c3,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00338,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::525->525::8f4da20e3eaebb4f->8f4da20e3eaebb4f,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00339,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4844_d001_animal,location=526 video=52601 frame=43,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00340,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4160_d001_animal,location=449 video=44903 frame=159,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00341,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3582_d001_animal,location=408 video=40804 frame=181,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00342,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::457->457::a838916194353925->a838916194353925,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00343,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2180->2180::b464ca864b9f565f->b464ca864b9f565f,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00344,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2383_d001_animal,location=218 video=21804 frame=182,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00345,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::516->516::82bba432d513642b->82bba432d513642b,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00346,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5615_d001_animal,location=119 video=11900 frame=14,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00347,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1933->1933::442f4dd437917bc5->442f4dd437917bc5,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00348,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4911_d001_animal,location=526 video=52602 frame=110,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00349,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::7105->7105::7b2ed0ea8f2ce52a->7b2ed0ea8f2ce52a,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00350,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4848_d001_animal,location=526 video=52601 frame=47,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00351,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2482_d001_animal,location=519 video=51902 frame=81,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00352,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4970_d001_animal,location=526 video=52604 frame=169,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00353,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::1263->1263::90f9cc598c3c607f->90f9cc598c3c607f,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00354,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l449_img4197_d001_animal,location=449 video=44904 frame=196,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00355,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img44_d001_animal,location=212 video=21201 frame=43,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00356,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5230->5230::30ee7a29f6b7f6aa->30ee7a29f6b7f6aa,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00357,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::5247->5247::0f6c946136ce007a->0f6c946136ce007a,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00358,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5550_d001_animal,location=176 video=17603 frame=149,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00359,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img863_d001_animal,location=470 video=47001 frame=62,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00360,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::113->113::72571d52428065d4->72571d52428065d4,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00361,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l90_img1552_d001_animal,location=90 video=9003 frame=151,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00362,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5495_d001_animal,location=176 video=17602 frame=94,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00363,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5427_d001_animal,location=176 video=17600 frame=26,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00364,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img720_d001_animal,location=210 video=21002 frame=119,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00365,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3401_d001_animal,location=408 video=40800 frame=0,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00366,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1954_d001_animal,location=177 video=17703 frame=153,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00367,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1861_d001_animal,location=177 video=17701 frame=60,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00368,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5541_d001_animal,location=176 video=17603 frame=140,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00369,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3934->3934::48b4e28ee5b0fdb1->48b4e28ee5b0fdb1,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00370,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::4424->4424::e452965a2312e7fd->e452965a2312e7fd,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00371,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img109_d001_animal,location=212 video=21202 frame=108,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00372,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0632E-0892N_2528_4620_13::2019-12->2020-01::2123->2123::772bca55e07a8b22->772bca55e07a8b22,aoi=L15-0632E-0892N_2528_4620_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00373,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3409_d001_animal,location=408 video=40800 frame=8,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00374,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4935->4935::cd14c653e37119a9->cd14c653e37119a9,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00375,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img994_d001_animal,location=470 video=47004 frame=193,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00376,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::8233->8233::8b9bdc2edfc81852->8b9bdc2edfc81852,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00377,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l456_img471_d001_animal,location=456 video=45601 frame=70,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00378,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2437_d001_animal,location=519 video=51900 frame=36,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00379,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l210_img710_d001_animal,location=210 video=21002 frame=109,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00380,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l456_img471_d001_animal,location=456 video=45601 frame=70,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00381,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::9512->9512::c6cdc28b47b92a7c->c6cdc28b47b92a7c,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00382,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l119_img5679_d001_animal,location=119 video=11901 frame=78,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00383,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l57_img3301_d001_animal,location=57 video=5702 frame=100,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00384,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5035->5035::f149d8c9209165a9->f149d8c9209165a9,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00385,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l529_img5279_d001_animal,location=529 video=52901 frame=78,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00386,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l512_img3627_d001_animal,location=512 video=51200 frame=26,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00387,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1432->1432::3df9a5fbcea41e44->3df9a5fbcea41e44,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00388,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2564_d001_animal,location=519 video=51904 frame=163,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00389,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::5048->5048::0cc56f0462e38d46->0cc56f0462e38d46,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00390,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l456_img588_d001_animal,location=456 video=45604 frame=187,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00391,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::4170->4170::1150b89224e95818->1150b89224e95818,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00392,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img330_d001_animal,location=3 video=303 frame=129,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00393,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::3715->3715::4d95033d99683200->4d95033d99683200,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00394,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1902_d001_animal,location=177 video=17702 frame=101,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00395,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::9126->9126::b957665e272d31cf->b957665e272d31cf,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00396,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img879_d001_animal,location=470 video=47001 frame=78,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00397,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l212_img155_d001_animal,location=212 video=21203 frame=154,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00398,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5492_d001_animal,location=176 video=17602 frame=91,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00399,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l408_img3582_d001_animal,location=408 video=40804 frame=181,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00400,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5854_d001_animal,location=105 video=10501 frame=53,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00401,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4829_d001_animal,location=526 video=52600 frame=28,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00402,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::2042->2042::b78c91d77b168233->b78c91d77b168233,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00403,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::6439->6439::e499cf22c61f63de->e499cf22c61f63de,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00404,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2470_d001_animal,location=519 video=51901 frame=69,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00405,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l176_img5427_d001_animal,location=176 video=17600 frame=26,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00406,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1287->1287::d957b92dcb7dfa2d->d957b92dcb7dfa2d,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00407,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l3_img209_d001_animal,location=3 video=300 frame=8,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00408,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l177_img1908_d001_animal,location=177 video=17702 frame=107,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00409,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img882_d001_animal,location=470 video=47002 frame=81,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00410,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l90_img1409_d001_animal,location=90 video=9000 frame=8,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00411,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l519_img2568_d001_animal,location=519 video=51904 frame=167,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00412,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5852_d001_animal,location=105 video=10501 frame=51,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00413,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1825->1825::768d06841e085862->768d06841e085862,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00414,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l218_img2304_d001_animal,location=218 video=21802 frame=103,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00415,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0760E-0887N_3041_4643_13::2019-12->2020-01::228->228::6d2e59b5cc1d8ec0->6d2e59b5cc1d8ec0,aoi=L15-0760E-0887N_3041_4643_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00416,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l105_img5883_d001_animal,location=105 video=10502 frame=82,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00417,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0586E-1127N_2345_3680_13::2019-12->2020-01::1938->1938::2ae3b7dee2e3e0e7->2ae3b7dee2e3e0e7,aoi=L15-0586E-1127N_2345_3680_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
EXTAUD-00418,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l526_img4939_d001_animal,location=526 video=52603 frame=138,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00419,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img852_d001_animal,location=470 video=47001 frame=51,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00420,ecological_camera_traps,iWildCam2022,animal_present_box_review,animal-present detection box,iwildcam_l470_img868_d001_animal,location=470 video=47001 frame=67,Does the localized candidate show an animal present? label animal / not_animal / uncertain.,,,,,
EXTAUD-00421,earth_observation,SpaceNet7,same_building_temporal_link_review,same-building temporal link,SN7::L15-0595E-1278N_2383_3079_13::2019-12->2020-01::1784->1784::3e67dd6b2563c012->3e67dd6b2563c012,aoi=L15-0595E-1278N_2383_3079_13 2019-12->2020-1,Do the source and target footprints correspond to the same building? label same_building / not_same_building / uncertain.,,,,,
